CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;UF;UF_AJUSTADA
TEVVLM;JURIDICO;Faixa 00 - Ate 4,5 M;LEGAL SERVICE;MODALIDADE CORPORATIVO;Sudeste;9;3991,5;612441224;5;SP;SP
TEVVM8;JURIDICO;Faixa 03 - De 15 M ate 25 M;SERVICOS DE IMPLANTACAO;MODALIDADE CORPORATIVO;Sudeste;8;3749,324324;2306395598;2;SP;SP
TEVVNW;JURIDICO;Faixa 05 - De 35 M ate 50 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8;3370,65;652805319;15;SP;SP
TEVVOE;JURIDICO;Faixa 01 - De 4,5 M ate 7,5 M;SERVICOS DE IMPLANTACAO;MODALIDADE CORPORATIVO;Sudeste;7;3776,793103;5378921080;16;SP;SP
TEWOX7;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;1888,558824;2683441310;293;SP;SP
TEVVPK;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8;3799,659091;904314334;20;SP;SP
TEWP22;DISTRIBUICAO;Faixa 10 - De 500 M ate 850 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2138,125;1489257678;482;SP;SP
TEWROI;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;1832,681818;768915084;1;SP;SP
TEVVQ8;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;2935,566667;972335994;15;RJ;RJ
TEWTWC;DISTRIBUICAO;Faixa 10 - De 500 M ate 850 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2532,117647;3219097747;81;SP;SP
TEVVM3;JURIDICO;Faixa 02 - De 7,5 M ate 15 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;3352,645161;2178266830;2;SP;SP
TEWLVK;SERVICOS;Faixa 06 - De 50 M ate 75 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;6;2276;1036472841;252;MG;MG
TEWBPS;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2791,878788;1118029444;1;SP;SP
TEWTRA;SERVICOS;Faixa 09 - De 300 M ate 500 M;FINANCIAL SERVICES - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;3256,697674;;80;SP;SP
TEXSOB;VAREJO;Faixa 09 - De 300 M ate 500 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2235,344262;1227443767;212;SP;SP
TEVVM6;JURIDICO;Faixa 01 - De 4,5 M ate 7,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9;2478,333333;3698822759;3;SP;SP
TEXSRY;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2306,625;414224731;164;SP;SP
TEXCJH;VAREJO;Faixa 04 - De 25 M ate 35 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2482,342105;290169152;54;SP;SP
TEXCK8;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;2496,05;3161558677;18;SP;SP
TEXKI7;DISTRIBUICAO;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;1924,438596;695105568;131;SP;SP
TEYIZV;SERVICOS;Faixa 07 - De 75 M ate 150 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2851,410256;32177900;217;RJ;RJ
TEWLRU;JURIDICO;Faixa 01 - De 4,5 M ate 7,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;7;3177,829268;9475103081;9;SP;SP
TEZATG;DISTRIBUICAO;Faixa 10 - De 500 M ate 850 M;FLUIG - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8;1969,816092;1310096055;505;SP;SP
TEZAYS;DISTRIBUICAO;Faixa 09 - De 300 M ate 500 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2572;2966493846;21;SP;SP
TEWBJ0;SERVICOS;Faixa 05 - De 35 M ate 50 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2846,142857;377318812;19;SP;SP
TEY678;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9;3005,810811;604069080;2;SP;SP
TEZBGE;SERVICOS;Faixa 07 - De 75 M ate 150 M;MANUFATURA - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2568,476923;2721924378;87;SP;SP
TEZCQ2;LOGISTICA;Faixa 08 - De 150 M ate 300 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;2469,780822;3323936612;155;SP;SP
TEZB04;EDUCACIONAL;Faixa 00 - Ate 4,5 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3086,363636;914856652;40;SP;SP
TEZBE9;JURIDICO;Faixa 01 - De 4,5 M ate 7,5 M;SOFTWARE COMPLEMENTAR;MODALIDADE CORPORATIVO;Sudeste;9;3146,392157;835037100;11;SP;SP
TEZEE0;DISTRIBUICAO;Faixa 09 - De 300 M ate 500 M;CLOUD;MODALIDADE CORPORATIVO;Sudeste;9;2953,474576;4473982568;299;SP;SP
TEZDEP;JURIDICO;Faixa 02 - De 7,5 M ate 15 M;RH - CORE;MODALIDADE CORPORATIVO;Sudeste;8;2734,944444;1449509388;118;SP;SP
TEXYF9;LOGISTICA;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;4;2814,341463;345763842;34;MG;MG
TEVVQ4;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9;2438,176471;750134206;10;SP;SP
TEZH55;JURIDICO;Faixa 00 - Ate 4,5 M;SOFTWARE COMPLEMENTAR;MODALIDADE CORPORATIVO;Sudeste;9;2973,828571;927851075;8;SP;SP
TEZBBY;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2721,83871;182904723;144;MG;MG
TEZHHT;VAREJO;Faixa 09 - De 300 M ate 500 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;2314,509434;3841896948;63;SP;SP
TEZHJ3;LOGISTICA;Faixa 04 - De 25 M ate 35 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2586,903226;;2;SP;SP
TEXVNG;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;CONSTRUCAO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2942,428571;603042621;93;SP;SP
TEZHAX;EDUCACIONAL;Faixa 04 - De 25 M ate 35 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2378,586207;622540771;56;SP;SP
TEZJXZ;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;EDUCACIONAL - CORE;MODALIDADE CORPORATIVO;Sudeste;9;2068,942857;1141529162;109;SP;SP
TEZHY1;AGROINDUSTRIA;Faixa 07 - De 75 M ate 150 M;AGROINDUSTRIA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2393,070175;757688384;215;MG;MG
TEZIYJ;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2502,375;465690852;17;MG;MG
TEZG31;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2605,542857;489858683;7;ES;ES
TEZN58;VAREJO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;5;1960,428571;990044142;7;MG;MG
TEZMIZ;VAREJO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2145,619048;765985411;5;SP;SP
TEZKI2;VAREJO;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2308,65;2904714702;17;SP;SP
TEZOI3;DISTRIBUICAO;Faixa 05 - De 35 M ate 50 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2234,911765;718968323;161;SP;SP
TEZSQ7;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2067,6;597962432;71;RJ;RJ
TEZUT6;LOGISTICA;Faixa 07 - De 75 M ate 150 M;CROSS - TRADICIONAL;MODALIDADE CORPORATIVO;Sudeste;9;1999,98;139845225;80;SP;SP
TEZQD9;VAREJO;Faixa 05 - De 35 M ate 50 M;FINANCIAL SERVICES - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2544,159091;666660624;174;SP;SP
TFBJDW;EDUCACIONAL;Faixa 09 - De 300 M ate 500 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2319,493151;5006308670;142;SP;SP
TEZFAB;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;4;2378,433333;1630261792;143;RJ;RJ
TFBKJV;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2224,927273;497487673;141;RJ;RJ
TFBKIU;VAREJO;Faixa 04 - De 25 M ate 35 M;CROSS - INTERA;MODALIDADE CORPORATIVO;Sudeste;5;2548,636364;539581584;366;SP;SP
TFBLDN;VAREJO;Faixa 02 - De 7,5 M ate 15 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;1609,52381;696489483;14;SP;SP
TEZLHU;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2462,666667;432598588;75;SP;SP
TEZMI3;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CONSTRUCAO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2049;587447028;47;SP;SP
TFBPRZ;SAUDE;Faixa 07 - De 75 M ate 150 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2139,451613;3266655411;154;SP;SP
TFBRJZ;EDUCACIONAL;Faixa 05 - De 35 M ate 50 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;1712,878788;720761363;393;SP;SP
TEZOCJ;LOGISTICA;Faixa 05 - De 35 M ate 50 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;1918,970588;860935707;19;MG;MG
TFBW25;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;1664,555556;698203902;178;MG;MG
TFBWMA;EDUCACIONAL;Sem Informações de Faturamento;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;1103,613636;1260914943;1670;RJ;RJ
TEZLAO;SERVICOS;Faixa 09 - De 300 M ate 500 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2725,225806;1639795595;413;SP;SP
TFBLFM;EDUCACIONAL;Faixa 00 - Ate 4,5 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2264,3;;112;RJ;RJ
TEZMJX;VAREJO;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2116,041667;1370293551;19;MG;MG
TFBLO7;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;6;1561,677419;838120689;102;MG;MG
TEZLRS;VAREJO;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2301,439024;637924985;143;SP;SP
TFBRM5;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;6;1744,227273;3536911192;61;SP;SP
TFBZGV;LOGISTICA;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;1799,655172;2186600490;269;SP;SP
TFAEAT;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;2184,058824;518267450;33;SP;SP
TEZSO4;VAREJO;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;1922,619048;3942520370;48;SP;SP
TFBKSZ;VAREJO;Faixa 05 - De 35 M ate 50 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;1754,157895;2562163625;112;MG;MG
TFBKMR;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8;1600,764706;2771596556;9;SP;SP
TEZNWF;SERVICOS;Faixa 04 - De 25 M ate 35 M;RH - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;1730,5;363723644;24;SP;SP
TFCB99;LOGISTICA;Faixa 06 - De 50 M ate 75 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;1329,318182;607312724;37;SP;SP
TFAIMG;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8;1948,965517;957103394;70;SP;SP
TFCFTM;LOGISTICA;Faixa 08 - De 150 M ate 300 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;1667,4;2796793041;210;SP;SP
TEZNKZ;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;2125,769231;325683940;10;SP;SP
TFCJST;LOGISTICA;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;1332,391304;507822651;252;SP;SP
TEZUUO;SAUDE;Faixa 02 - De 7,5 M ate 15 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;1883,857143;504231972;21;SP;SP
TFBTO8;SAUDE;Faixa 06 - De 50 M ate 75 M;CROSS - TRADICIONAL;MODALIDADE CORPORATIVO;Sudeste;8;1569,708333;2515564146;352;SP;SP
TFCN09;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;7;1499,642857;757830523;2;SP;SP
TFCAM4;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;6;1599;1003164081;6;SP;SP
TFCPRD;DISTRIBUICAO;Faixa 09 - De 300 M ate 500 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;1185,257143;1486522739;100;SP;SP
TFCGCT;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;1375,545455;348582952;10;SP;SP
TFCDZI;SERVICOS;Faixa 05 - De 35 M ate 50 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;1443,25;1817856625;4;SP;SP
TFBRLC;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;4;1888,555556;661755311;85;RJ;RJ
TFCMHF;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;4;1204;458630854;39;MG;MG
TFCOO2;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;1452,75;268511405;7;SP;SP
TFCRJ3;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9;1268,125;598072578;1;SP;SP
TFCDWF;SERVICOS;Faixa 08 - De 150 M ate 300 M;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;1648,947368;8483605571;144;SP;SP
TFCEK7;EDUCACIONAL;Faixa 06 - De 50 M ate 75 M;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;6;1335,333333;992847214;19;RJ;RJ
TFDCEX;DISTRIBUICAO;Faixa 08 - De 150 M ate 300 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;813,7857143;2269849401;130;SP;SP
TFCWXS;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;1314,090909;259609211;1;SP;SP
TFCI94;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8;1430,909091;444879511;7;SP;SP
TFDJNH;LOGISTICA;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;677;473472948;35;MG;MG
TFCYXS;LOGISTICA;Faixa 02 - De 7,5 M ate 15 M;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;1056,875;1015275694;66;SP;SP
TFCVEB;CONSTRUCAO E PROJETOS;Faixa 00 - Ate 4,5 M;CONSTRUCAO - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;1029,75;507553069;7;MG;MG
TFCAW6;JURIDICO;Faixa 00 - Ate 4,5 M;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;9;1566,7;814718067;2;SP;SP
TFCKLP;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;1467;934319010;23;SP;SP
T60430;SAUDE;Faixa 01 - De 4,5 M ate 7,5 M;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;5177,8;;67;RJ;RJ
T06131;MANUFATURA;Faixa 10 - De 500 M ate 850 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3267,032258;2328550506;203;SP;SP
T06468;MANUFATURA;Faixa 08 - De 150 M ate 300 M;CROSS - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;8;3357,135802;1419897082;481;SP;SP
T03969;MANUFATURA;Faixa 10 - De 500 M ate 850 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;9;2713,991453;1624130745;236;SP;SP
T01872;MANUFATURA;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;2725,170732;287070309;85;MG;MG
T01695;MANUFATURA;Faixa 06 - De 50 M ate 75 M;MANUFATURA - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;4994,974026;49103317;27;SP;SP
T04205;MANUFATURA;Faixa 06 - De 50 M ate 75 M;MANUFATURA - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3233,78125;649317119;28;MG;MG
T04586;MANUFATURA;Faixa 03 - De 15 M ate 25 M;SUPERMERCADOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2812,075;331192970;33;MG;MG
T04305;MANUFATURA;Faixa 07 - De 75 M ate 150 M;SOFTWARE COMPLEMENTAR;MODALIDADE CORPORATIVO;Sudeste;10;3262,177778;901790310;64;SP;SP
T05174;MANUFATURA;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;3025,84127;721547769;154;MG;MG
T01487;MANUFATURA;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3677,846154;852942941;58;SP;SP
T03753;MANUFATURA;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3280,755556;224816035;47;SP;SP
T09408;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3243,6;1052952313;386;SP;SP
T05914;MANUFATURA;Faixa 07 - De 75 M ate 150 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3463,72549;517739801;361;SP;SP
T04251;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;3473,209677;1888844656;187;SP;SP
T06961;MANUFATURA;Faixa 06 - De 50 M ate 75 M;SUPERMERCADOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2463,616667;746270349;118;SP;SP
T11026;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3278,595745;484997072;7;SP;SP
T10698;MANUFATURA;Faixa 07 - De 75 M ate 150 M;SUPERMERCADOS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;4050,662338;1470800828;167;SP;SP
T12132;MANUFATURA;Faixa 07 - De 75 M ate 150 M;RH - CORE;MODALIDADE CORPORATIVO;Sudeste;7;3284,253165;701139917;67;SP;SP
T12230;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3091,148148;466758852;29;SP;SP
T13023;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2921,893939;496114139;151;SP;SP
T13347;MANUFATURA;Faixa 10 - De 500 M ate 850 M;FEEDZ;MODALIDADE CORPORATIVO;Sudeste;9;2768,441176;3459052986;549;SP;SP
T13661;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2892,4;309845307;110;MG;MG
T10872;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;7;3026,4;228990202;77;SP;SP
T12062;MANUFATURA;Faixa 08 - De 150 M ate 300 M;MANUFATURA - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;2918,7375;965956014;1133;SP;SP
T12061;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3486,310345;;42;SP;SP
T12357;MANUFATURA;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;2581,25;652176692;30;MG;MG
T14228;MANUFATURA;Faixa 08 - De 150 M ate 300 M;FLUIG - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;6;3038,395062;2148410587;294;SP;SP
T12817;MANUFATURA;Faixa 00 - Ate 4,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;3507,882353;132130517;9;SP;SP
T13275;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3411,14;217360578;14;SP;SP
T15045;MANUFATURA;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2510,591549;2579920663;28;SP;SP
T13825;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2744,5;627421312;8;SP;SP
T13852;MANUFATURA;Faixa 06 - De 50 M ate 75 M;EDUCACIONAL - CORE;MODALIDADE CORPORATIVO;Sudeste;9;3180,706667;954694212;383;SP;SP
T14749;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE CORPORATIVO;Sudeste;8;4109,948718;1060084661;129;SP;SP
T15122;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2526,384615;209574442;99;MG;MG
T15140;MANUFATURA;Faixa 03 - De 15 M ate 25 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;2997,555556;337253463;51;SP;SP
T14744;MANUFATURA;Faixa 00 - Ate 4,5 M;GOODDATA;MODALIDADE CORPORATIVO;Sudeste;10;3108,792208;1230808897;405;SP;SP
T14354;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;8;3305,55;1424844155;5;SP;SP
T15456;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3549,5;769787379;35;SP;SP
T16878;MANUFATURA;Faixa 08 - De 150 M ate 300 M;FLUIG - CORE;MODALIDADE CORPORATIVO;Sudeste;8;2518,093023;768255483;503;SP;SP
T16951;MANUFATURA;Faixa 07 - De 75 M ate 150 M;MANUFATURA - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3416,531915;586531324;77;SP;SP
T17312;MANUFATURA;Faixa 09 - De 300 M ate 500 M;MANUFATURA - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;10;2265,861538;624043972;233;MG;MG
T15971;MANUFATURA;Faixa 08 - De 150 M ate 300 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3525,588235;849577174;7;SP;SP
T16834;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;9;3256,621622;705923725;31;SP;SP
T16736;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3237,173913;206108520;23;SP;SP
T17274;MANUFATURA;Faixa 06 - De 50 M ate 75 M;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Sudeste;10;3109,6;1327031321;97;SP;SP
