CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;UF;UF_AJUSTADA
TFDBL8;MANUFATURA;Sem Informações de Faturamento;E COMMERCE (VTEX);MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1187,875;110155475;1;SP;SP
TFCYFD;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1207,333333;47148278;5;MG;MG
TFDBOM;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1236;778991235;1;RJ;RJ
TFDPE8;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;462,3333333;32679385;30;MG;MG
TFDRED;MANUFATURA;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;526,8;240417084;200;SE;SE
TFDRFJ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;602;759109926;31;RJ;RJ
TFDTMJ;VAREJO;Sem Informações de Faturamento;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;487;291593930;27;SE;SE
TFDRJJ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;300,6842105;877184560;19;RJ;RJ
TFDRVH;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;550;95296541;10;RS;RS
TFDD64;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;998,7142857;794803728;27;SP;SP
TFDS73;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;540;91828909;11;RS;RS
TFDDRE;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1148;512314396;9;MS;MS
TFDDRI;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1148;512314396;9;MS;MS
TFDQNV;SAUDE;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;600,1111111;33518755;20;PE;PE
TFDTRO;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;408,1666667;61807785;170;PE;PE
TFDEQZ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;344;594634268;15;RJ;RJ
TFDRLI;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;572;29769148;9;SP;SP
TFDRR1;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;568;33605985;4;SP;SP
TFD804;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;326;41397601;11;SP;SP
TFDTOX;SERVICOS;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;483;858450310;181;SP;SP
TFDAB4;SERVICOS;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1326;301695967;11;SP;SP
TFCYCP;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1470;353842878;13;MT;MT
TFDHL2;MANUFATURA;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;648;879878713;71;MS;MS
TFDTY5;AGROINDUSTRIA;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;339,0666667;680613756;31;CE;CE
TFDNB2;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;827;539795954;7;SC;SC
TFDPNN;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;710;71027080;13;SP;SP
TFDOA9;JURIDICO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;784;2298214221;41;SP;SP
TFDQDY;VAREJO;Sem Informações de Faturamento;MANUFATURA - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;665;615954517;8;RJ;RJ
TFDQVZ;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;631;31892402;4;SP;SP
TFDQQB;SERVICOS;Sem Informações de Faturamento;BACKOFFICE - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;634;56172911;13;SP;SP
TFDEM9;SERVICOS;Sem Informações de Faturamento;GESPLAN;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;619,8333333;575968051;227;RJ;RJ
TFDSHV;MANUFATURA;Sem Informações de Faturamento;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;519;605423072;64;SP;SP
TFDHZ1;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;780,5;53244375;52;GO;GO
TFDRDR;VAREJO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;526,2;73077871;2;PA;PA
TFDBQZ;SERVICOS;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1241;520925189;12;SP;SP
TFDQPJ;VAREJO;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;637;510865035;5;SP;SP
TFDJKJ;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;687,5;43350177;15;SP;SP
TFDRM3;AGROINDUSTRIA;Sem Informações de Faturamento;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;245;1644868728;53;SP;SP
TFDAEU;DISTRIBUICAO;Sem Informações de Faturamento;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1179;730764250;40;SP;SP
TFDQ72;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;675;21261493;2;SC;SC
TFDRXA;JURIDICO;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;547;33566299;27;PR;PR
TFDIJ1;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;744,5;29085928;26;SP;SP
TFDR60;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;617;30717909;1;SP;SP
TFDSHI;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;519;33444360;14;CE;CE
TFDBZE;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1226;236738242;11;MT;MT
TFDCN3;SERVICOS;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1192;24316161;5;PR;PR
TFDTRS;SAUDE;Sem Informações de Faturamento;GOODDATA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;479;1324513754;16;RS;RS
TFDTMB;LOGISTICA;Sem Informações de Faturamento;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;190;506198272;11;AM;AM
TFDPPA;MANUFATURA;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;521;78458271;3;SP;SP
TFCURD;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1155;186142264;14;SP;SP
TFDU38;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;455;83318584;177;SP;SP
TFDRDW;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;604;58689082;1;ES;ES
TFDGJU;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;331;632420088;67;SP;SP
TFCZAP;MANUFATURA;Sem Informações de Faturamento;RH - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;1424;455608564;67;PA;PA
TFDDN4;MANUFATURA;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1149;524415361;14;SC;SC
TFDHTS;MANUFATURA;Sem Informações de Faturamento;TECHFIN;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;298;1132581593;577;SP;SP
T00361;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1385,125;41816900;112;SP;SP
TCBJYQ;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1697;183745309;8;RJ;RJ
TFBNCU;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1353,894737;194620630;50;SP;SP
TFBXLM;EDUCACIONAL;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;2139,545455;90781588;1;PE;PE
TFCYCX;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1470;23901472;3;SC;SC
TFCSGA;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1248,6;91622560;46;MG;MG
TFCT97;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1724;65585995;9;ES;ES
TFDA60;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1332;60900715;65;RJ;RJ
TFCSL8;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;1614,833333;39297250;22;BA;BA
TFDCKW;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;1125,619048;107375175;5;PE;PE
TFCYBB;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1406,842105;105102791;8;ES;ES
TFCZQG;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1338,85;106609675;1;MG;MG
TFD324;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1285,5;67618249;20;SP;SP
TFDAF9;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1249,55;89055822;42;SP;SP
TFD376;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1339,8;48248327;121;PR;PR
TFDPXS;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;562,5;70098526;506;PR;PR
TFCTVM;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1683;52637636;201;SP;SP
TFDAMF;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1221,095238;85294054;90;MT;MT
TFDEES;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;993,4615385;104104647;70;RJ;RJ
TFDRHQ;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;591;67149606;47;PB;PB
TFDFIC;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1010,666667;78797587;85;RJ;RJ
TFDHXG;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;930,8888889;162855773;12;CE;CE
TFCTXP;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1681;52476751;2;GO;GO
TFDB73;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;1274;106595927;5;BA;BA
TFDIMR;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;918;57535608;24;RJ;RJ
TFDPXM;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;569,1481481;112710793;173;PR;PR
TFD439;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1365;38787645;14;RJ;RJ
TFDRLZ;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;539;6866427;2;RS;RS
TFDSJ9;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;496,4;84946618;10;SP;SP
TFDFP4;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1059;51415850;8;SP;SP
TFDJAJ;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;652;404580233;1;GO;GO
TFDFPF;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1058;39265482;1;PR;PR
TFDMZQ;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;736,1666667;90658821;10;RS;RS
TFCZM0;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;1407;47081908;10;BA;BA
T28036;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;455;73280590;55;RJ;RJ
TA2604;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2883,6;41931418;28;RJ;RJ
TA3087;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;2613,2;56598697;384;DF;DF
TA2570;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;4414,625;25487555;59;SP;SP
TA2574;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;3947,3;57189538;6;SP;SP
TA2614;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2423,615385;78730103;47;MG;MG
TA2928;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;6192,047619;73170892;119;MG;MG
TA3867;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1116,733333;81814936;176;RS;RS
TA2591;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;3801;43091639;85;RS;RS
TA2584;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1456,666667;71190869;6;SP;SP
TA3750;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1214,333333;142684111;169;DF;DF
TFBXLA;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;3378,6;55392598;87;AM;AM
TFBYGZ;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;2348,282051;176933095;14;RO;RO
TFBYHB;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1506,625;155691371;186;MG;MG
TFBY32;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1797,8;85711006;1;SP;SP
TFBYF1;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1373,608696;82655755;64;GO;GO
TFBYGY;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;2247,852941;77290989;17;AL;AL
TFBZLA;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1349,444444;73855821;97;SP;SP
TFBXIZ;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1581,12;130273514;13;GO;GO
TFBZDC;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2639,5;180723504;4;RJ;RJ
TFBYGN;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;3020,037037;1305382284;29;SP;SP
TFBXQE;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2997;68529531;25;SP;SP
TFBYGX;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;3504,807692;1389937126;42;PR;PR
TFCKZL;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;2053,125;207506511;8;RS;RS
TFCAWM;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2523;56743666;4;SP;SP
TFBXL4;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2099,333333;69987870;46;MG;MG
TFBY24;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;1846,666667;32220141;1;SE;SE
TFCBQI;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;2381,875;95900560;28;RS;RS
TFCRN5;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1682,588235;102199752;11;RS;RS
TFCJBF;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;2013,761905;117576428;10;PR;PR
TFCIFG;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;2235;53804846;3;SC;SC
TFCHPH;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1243;59371206;126;SP;SP
TFCKTL;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1889,806452;126538340;22;PR;PR
TFCA84;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2064,225;68281853;2;RJ;RJ
TFCUDW;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1516,941176;142980311;12;SP;SP
TFCUQV;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;835,6111111;73879831;1;RJ;RJ
TFCVXB;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;914;49325259;121;MG;MG
TFCY00;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1472;164041120;14;SP;SP
TFCSHC;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1539,060606;208968436;671;RJ;RJ
TFBXIN;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1742,25;54278508;4;SC;SC
TFCVQL;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1302,375;73916747;84;MT;MT
TFCSPC;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1560,5;67978313;1;SP;SP
TFDBXK;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1844,7;110912459;85;SP;SP
TFDBMB;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1188,423077;95409683;10;SP;SP
TFDCSM;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;987,1785714;92643485;42;RS;RS
TFCUI7;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;1551,448276;86550844;144;PE;PE
TFCS65;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1668,615385;106502109;19;SP;SP
TFDFAP;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1069,666667;109849703;108;ES;ES
TFCZME;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1004,214286;124879739;11;MG;MG
TFCX05;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;245,1818182;90110282;33;CE;CE
TFDGZL;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;860,1923077;99073226;121;MT;MT
TFDGDI;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1023,333333;56270247;33;RS;RS
TFCDZH;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2352;144222014;14;SP;SP
TFCZNY;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1146,6;71951042;216;SP;SP
TFCXVK;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1486;208807812;38;RS;RS
TFDE26;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;950,7586207;185713052;34;PE;PE
TFDEB8;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;686,9032258;105410542;35;SP;SP
TFDPWH;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;693;137053786;2;SP;SP
TFCTSS;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1680;141942201;35;SP;SP
TFDQN2;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;612,9333333;228462210;7;BA;BA
TFDPY5;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;679,5;195517798;64;MG;MG
